image_path,label
data/raw/stanford_cars/cars_train/cars_train/07200.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/002614.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/01677.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/002732.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/00065.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000645.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/04246.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/02828.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/05113.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000770.jpg,damage
data/raw/car_dd/CarDD_COCO/train/003647.jpg,damage
data/raw/car_dd/CarDD_COCO/train/000819.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/06219.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000607.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/03424.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/03458.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/003816.jpg,damage
data/raw/car_dd/CarDD_COCO/train/003459.jpg,damage
data/raw/car_dd/CarDD_COCO/train/003004.jpg,damage
data/raw/car_dd/CarDD_COCO/train/000432.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/00784.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/05405.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/02035.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000788.jpg,damage
data/raw/car_dd/CarDD_COCO/train/002658.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/00082.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/04769.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/003868.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/03691.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/07629.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/05394.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/06949.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/001455.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/06105.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/02773.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/07461.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/06316.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/05946.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/001522.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/01339.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/001481.jpg,damage
data/raw/car_dd/CarDD_COCO/train/002891.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/07407.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/07256.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/04459.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/002366.jpg,damage
data/raw/car_dd/CarDD_COCO/train/003429.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/06317.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/01227.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/003730.jpg,damage
data/raw/car_dd/CarDD_COCO/train/001385.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/00582.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/003737.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/06410.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/002787.jpg,damage
data/raw/car_dd/CarDD_COCO/train/002493.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/00654.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/06592.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/02591.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/003772.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/04423.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/03624.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000258.jpg,damage
data/raw/car_dd/CarDD_COCO/train/002684.jpg,damage
data/raw/car_dd/CarDD_COCO/train/003509.jpg,damage
data/raw/car_dd/CarDD_COCO/train/002542.jpg,damage
data/raw/car_dd/CarDD_COCO/train/000596.jpg,damage
data/raw/car_dd/CarDD_COCO/train/000118.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/03622.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/00290.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000032.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/07914.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000119.jpg,damage
data/raw/car_dd/CarDD_COCO/train/001645.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/03231.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000839.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/07741.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/002681.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/00377.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000776.jpg,damage
data/raw/car_dd/CarDD_COCO/train/003508.jpg,damage
data/raw/car_dd/CarDD_COCO/train/003067.jpg,damage
data/raw/car_dd/CarDD_COCO/train/000465.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/01439.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000144.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/07825.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/04485.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/001884.jpg,damage
data/raw/car_dd/CarDD_COCO/train/000759.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/03439.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/001545.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/02372.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/002700.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/02765.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000634.jpg,damage
data/raw/car_dd/CarDD_COCO/train/003655.jpg,damage
data/raw/car_dd/CarDD_COCO/train/003807.jpg,damage
data/raw/car_dd/CarDD_COCO/train/000190.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/02797.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/07247.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/07210.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/003522.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/01991.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/01008.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/001623.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/03508.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/05131.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/01099.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/03214.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/06634.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/003255.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/06733.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/07926.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000719.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/04259.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000968.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/00937.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/04023.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000501.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/00044.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/06148.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/002524.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/07981.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000245.jpg,damage
data/raw/car_dd/CarDD_COCO/train/001723.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/03124.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/001904.jpg,damage
data/raw/car_dd/CarDD_COCO/train/003218.jpg,damage
data/raw/car_dd/CarDD_COCO/train/001429.jpg,damage
data/raw/car_dd/CarDD_COCO/train/004000.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/06260.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/04504.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/03720.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000009.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/05624.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/00367.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/03049.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/001565.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/05195.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/00995.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/001298.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/05586.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/01734.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/02456.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/002619.jpg,damage
data/raw/car_dd/CarDD_COCO/train/000050.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/03239.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/03834.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/07128.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/001151.jpg,damage
data/raw/car_dd/CarDD_COCO/train/001678.jpg,damage
data/raw/car_dd/CarDD_COCO/train/001452.jpg,damage
data/raw/car_dd/CarDD_COCO/train/003697.jpg,damage
data/raw/car_dd/CarDD_COCO/train/002148.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/01927.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/01392.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/002365.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/06829.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/002281.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/07977.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/02593.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/003622.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/06848.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000467.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/04726.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/003593.jpg,damage
data/raw/car_dd/CarDD_COCO/train/001349.jpg,damage
data/raw/car_dd/CarDD_COCO/train/001694.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/04233.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/00914.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/002355.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/01306.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/002761.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/01127.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/06360.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/06827.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000337.jpg,damage
data/raw/car_dd/CarDD_COCO/train/002414.jpg,damage
data/raw/car_dd/CarDD_COCO/train/003564.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/03876.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/04950.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/07892.jpg,no_damage
data/raw/stanford_cars/cars_train/cars_train/04544.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000456.jpg,damage
data/raw/car_dd/CarDD_COCO/train/003952.jpg,damage
data/raw/car_dd/CarDD_COCO/train/001103.jpg,damage
data/raw/car_dd/CarDD_COCO/train/001892.jpg,damage
data/raw/car_dd/CarDD_COCO/train/003983.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/04916.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/001417.jpg,damage
data/raw/car_dd/CarDD_COCO/train/002511.jpg,damage
data/raw/car_dd/CarDD_COCO/train/002883.jpg,damage
data/raw/car_dd/CarDD_COCO/train/003784.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/06012.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/003970.jpg,damage
data/raw/stanford_cars/cars_train/cars_train/00620.jpg,no_damage
data/raw/car_dd/CarDD_COCO/train/000593.jpg,damage
data/raw/car_dd/CarDD_COCO/train/001873.jpg,damage
data/raw/car_dd/CarDD_COCO/train/003357.jpg,damage
